company name,industry33,stock market,stock number
ユビテック,電気機器,東証スタンダード,6662
太洋工業,電気機器,東証スタンダード,6663
オプトエレクトロニクス,電気機器,東証スタンダード,6664
エルピーダメモリ,電気機器,東証1部,6665
リバーエレテック,電気機器,東証スタンダード,6666
シコー,電気機器,東証マザーズ,6667
アドテック　プラズマ　テクノロジー,電気機器,東証スタンダード,6668
シーシーエス,電気機器,東証JASDAQ（スタンダード）,6669
ＭＣＪ,電気機器,東証スタンダード,6670
アーム電子,電気機器,ジ証,6671
レイテックス,電気機器,東証マザーズ,6672
ジーエス・ユアサ　コーポレーション,電気機器,東証プライム,6674
サクサホールディングス,電気機器,東証プライム,6675
メルコホールディングス,電気機器,東証プライム,6676
エスケーエレクトロニクス,電気機器,東証スタンダード,6677
テクノメディカ,電気機器,東証プライム,6678
サイレックス・テクノロジー,電気機器,ジ証,6679
アルカテル・ルーセント,電気機器,東証マザーズ,6687
ズーム,電気機器,東証スタンダード,6694
トラース・オン・プロダクト,電気機器,東証グロース,6696
テックポイント・インク,電気機器,東証グロース,6697
ヴィスコ・テクノロジーズ,電気機器,東証スタンダード,6698
ダイヤモンドエレクトリックホールディングス,電気機器,東証プライム,6699
ＮＥＣ,電気機器,東証プライム,6701
富士通,電気機器,東証プライム,6702
沖電気工業,電気機器,東証プライム,6703
岩崎通信機,電気機器,東証プライム,6704
電気興業,電気機器,東証プライム,6706
サンケン電気,電気機器,東証プライム,6707
エプソントヨコム,電気機器,東証1部,6708
明星電気,電気機器,東証2部,6709
ナカヨ,電気機器,東証スタンダード,6715
テクニカル電子,電気機器,東証JASDAQ（スタンダード）,6716
富士通アクセス,電気機器,東証1部,6717
アイホン,電気機器,東証プライム,6718
富士通コンポーネント,電気機器,東証2部,6719
ウインテスト,電気機器,東証スタンダード,6721
エイアンドティー,電気機器,東証JASDAQ（スタンダード）,6722
ルネサスエレクトロニクス,電気機器,東証プライム,6723
セイコーエプソン,電気機器,東証プライム,6724
オー・エイチ・ティー,電気機器,東証マザーズ,6726
ワコム,電気機器,東証プライム,6727
アルバック,電気機器,東証プライム,6728
オンキヨー,電気機器,ジ証,6729
アクセル,電気機器,東証スタンダード,6730
ピクセラ,電気機器,東証スタンダード,6731
ニューテック,電気機器,東証スタンダード,6734
ディーアンドエムホールディングス,電気機器,東証1部,6735
サン電子,電気機器,東証スタンダード,6736
ＥＩＺＯ,電気機器,東証プライム,6737
東研,電気機器,ジ証,6738
ジャパンディスプレイ,電気機器,東証プライム,6740
日本信号,電気機器,東証プライム,6741
京三製作所,電気機器,東証プライム,6742
大同信号,電気機器,東証スタンダード,6743
能美防災,電気機器,東証プライム,6744
ホーチキ,電気機器,東証プライム,6745
ＫＩホールディングス,電気機器,東証2部,6747
星和電機,電気機器,東証スタンダード,6748
マスプロ電工,電気機器,東証1部,6749
エレコム,電気機器,東証プライム,6750
日本無線,電気機器,東証1部,6751
パナソニック　ホールディングス,電気機器,東証プライム,6752
シャープ,電気機器,東証プライム,6753
アンリツ,電気機器,東証プライム,6754
富士通ゼネラル,電気機器,東証プライム,6755
日立国際電気,電気機器,東証1部,6756
ＯＳＧコーポレーション,電気機器,東証スタンダード,6757
ソニーグループ,電気機器,東証プライム,6758
ＮＥＣ　トーキン,電気機器,東証1部,6759
カシオマイクロニクス,電気機器,ジ証,6760
ＴＤＫ,電気機器,東証プライム,6762
帝国通信工業,電気機器,東証プライム,6763
三洋電機,電気機器,東証1部,6764
ケンウッド,電気機器,東証1部,6765
宮越商事,電気機器,東証1部,6766
ミツミ電機,電気機器,東証1部,6767
タムラ製作所,電気機器,東証プライム,6768
ザインエレクトロニクス,電気機器,東証スタンダード,6769
アルプスアルパイン,電気機器,東証プライム,6770
池上通信機,電気機器,東証スタンダード,6771
東京コスモス電機,電気機器,東証スタンダード,6772
パイオニア,電気機器,東証1部,6773
ＴＢグループ,電気機器,東証スタンダード,6775
ｓａｎｔｅｃ,電気機器,東証スタンダード,6777
アルチザネットワークス,電気機器,東証スタンダード,6778
日本電波工業,電気機器,東証プライム,6779
プラネックスホールディング,電気機器,東証JASDAQ（スタンダード）,6784
鈴木,電気機器,東証プライム,6785
メイコー,電気機器,東証プライム,6787
日本トリム,電気機器,東証プライム,6788
ローランド　ディー．ジー．,電気機器,東証プライム,6789
野田スクリーン,電気機器,東証2部,6790
日本ビクター,電気機器,東証1部,6792
山水電気,電気機器,東証1部,6793
フォスター電機,電気機器,東証プライム,6794
クラリオン,電気機器,東証1部,6796
名古屋電機工業,電気機器,名証メイン,6797
ＳＭＫ,電気機器,東証プライム,6798
ヨコオ,電気機器,東証プライム,6800
東光,電気機器,東証1部,6801
ティアック,電気機器,東証スタンダード,6803
ホシデン,電気機器,東証プライム,6804
ヒロセ電機,電気機器,東証プライム,6806
日本航空電子工業,電気機器,東証プライム,6807
ＴＯＡ,電気機器,東証プライム,6809
マクセル,電気機器,東証プライム,6810
ジャルコ,電気機器,ジ証,6812
古野電気,電気機器,東証プライム,6814
ユニデンホールディングス,電気機器,東証プライム,6815
アルパイン,電気機器,東証1部,6816
スミダコーポレーション,電気機器,東証プライム,6817
島田理化工業,電気機器,東証2部,6818
アイコム,電気機器,東証プライム,6820
バーテックス　スタンダード,電気機器,ジ証,6821
大井電気,電気機器,東証スタンダード,6822
リオン,電気機器,東証プライム,6823
新コスモス電機,電気機器,東証スタンダード,6824
パトライト,電気機器,東証1部,6825
本多通信工業,電気機器,東証プライム,6826
東北パイオニア,電気機器,東証2部,6827
ソーテック,電気機器,へ証,6829
アオイ電子,電気機器,東証スタンダード,6832
日本電産リード,電気機器,東証2部,6833
精工技研,電気機器,東証スタンダード,6834
アライドテレシスホールディングス,電気機器,東証スタンダード,6835
ぷらっとホーム,電気機器,東証スタンダード,6836
京写,電気機器,東証スタンダード,6837
多摩川ホールディングス,電気機器,東証スタンダード,6838
船井電機,電気機器,東証1部,6839
ＡＫＩＢＡホールディングス,電気機器,東証スタンダード,6840
横河電機,電気機器,東証プライム,6841
ユニパルス,電気機器,東証2部,6842
新電元工業,電気機器,東証プライム,6844
アズビル,電気機器,東証プライム,6845
中央製作所,電気機器,名証メイン,6846
東亜ディーケーケー,電気機器,東証スタンダード,6848
日本光電,電気機器,東証プライム,6849
チノー,電気機器,東証プライム,6850
テクノ・セブン,電気機器,東証JASDAQ（スタンダード）,6852
共和電業,電気機器,東証プライム,6853
日本電子材料,電気機器,東証スタンダード,6855
堀場製作所,電気機器,東証プライム,6856
アドバンテスト,電気機器,東証プライム,6857
小野測器,電気機器,東証スタンダード,6858
エスペック,電気機器,東証プライム,6859
パナソニック　デバイスＳＵＮＸ,電気機器,東証1部,6860
キーエンス,電気機器,東証プライム,6861
ミナトホールディングス,電気機器,東証スタンダード,6862
ニレコ,電気機器,東証スタンダード,6863
エヌエフホールディングス,電気機器,東証スタンダード,6864
ＨＩＯＫＩ,電気機器,東証プライム,6866
リーダー電子,電気機器,東証スタンダード,6867
東京カソード研究所,電気機器,ジ証,6868
シスメックス,電気機器,東証プライム,6869
日本フェンオール,電気機器,東証スタンダード,6870
日本マイクロニクス,電気機器,東証プライム,6871
協立電機,電気機器,東証スタンダード,6874
メガチップス,電気機器,東証プライム,6875
光波,電気機器,ジ証,6876
ＯＢＡＲＡ　ＧＲＯＵＰ,電気機器,東証スタンダード,6877
長野日本無線,電気機器,東証2部,6878
キョウデン,電気機器,東証スタンダード,6881
三社電機製作所,電気機器,東証スタンダード,6882
日本電産コパル電子,電気機器,東証1部,6883
ミヤチテクノス,電気機器,東証1部,6885
グラフィック　プロダクツ,電気機器,ジ証,6886
オーデリック,電気機器,東証JASDAQ（スタンダード）,6889
フェローテックホールディングス,電気機器,東証スタンダード,6890
イーター電機工業,電気機器,東証JASDAQ（スタンダード）,6891
タイテック,電気機器,ジ証,6893
パルステック工業,電気機器,東証スタンダード,6894
ダイヤモンド電機,電気機器,東証2部,6895
北川工業,電気機器,名証2部,6896
ツインバード,電気機器,東証スタンダード,6897
トミタ電機,電気機器,東証スタンダード,6898
ＡＳＴＩ,電気機器,東証スタンダード,6899
東京電波,電気機器,東証1部,6900
澤藤電機,電気機器,東証スタンダード,6901
原田工業,電気機器,東証プライム,6904
コーセル,電気機器,東証プライム,6905
ジオマテック,電気機器,東証スタンダード,6907
イリソ電子工業,電気機器,東証プライム,6908
日立メディコ,電気機器,東証1部,6910
新日本無線,電気機器,東証1部,6911
菊水ホールディングス,電気機器,東証スタンダード,6912
オプテックスグループ,電気機器,東証プライム,6914
千代田インテグレ,電気機器,東証スタンダード,6915
アイ・オー・データ機器,電気機器,東証スタンダード,6916
デンセイ・ラムダ,電気機器,東証1部,6917
アバールデータ,電気機器,東証スタンダード,6918
ケル,電気機器,東証スタンダード,6919
レーザーテック,電気機器,東証プライム,6920
東光電気,電気機器,東証1部,6921
昭和情報機器,電気機器,ジ証,6922
スタンレー電気,電気機器,東証プライム,6923
岩崎電気,電気機器,東証プライム,6924
ウシオ電機,電気機器,東証プライム,6925
岡谷電機産業,電気機器,東証スタンダード,6926
ヘリオス　テクノ　ホールディング,電気機器,東証スタンダード,6927
エノモト,電気機器,東証プライム,6928
日本セラミック,電気機器,東証プライム,6929
日本アンテナ,電気機器,東証スタンダード,6930
遠藤照明,電気機器,東証プライム,6932
新神戸電機,電気機器,東証1部,6934
日本デジタル研究所,電気機器,東証1部,6935
古河電池,電気機器,東証プライム,6937
双信電機,電気機器,東証スタンダード,6938
ユー・エム・シー・ジャパン,電気機器,ジ証,6939
山一電機,電気機器,東証プライム,6941
ＮＫＫスイッチズ,電気機器,東証スタンダード,6943
富士通フロンテック,電気機器,東証2部,6945
日本アビオニクス,電気機器,東証スタンダード,6946
図研,電気機器,東証プライム,6947
住友電装,電気機器,名証2部,6948
ワイ・イー・データ,電気機器,東証2部,6950
日本電子,電気機器,東証プライム,6951
カシオ計算機,電気機器,東証プライム,6952
ファナック,電気機器,東証プライム,6954
ＦＤＫ,電気機器,東証スタンダード,6955
芝浦電子,電気機器,東証スタンダード,6957
日本ＣＭＫ,電気機器,東証プライム,6958
フクダ電子,電気機器,東証スタンダード,6960
エンプラス,電気機器,東証プライム,6961
大真空,電気機器,東証プライム,6962
ローム,電気機器,東証プライム,6963
サンコー,電気機器,東証スタンダード,6964
浜松ホトニクス,電気機器,東証プライム,6965
三井ハイテック,電気機器,東証プライム,6966
新光電気工業,電気機器,東証プライム,6967
松尾電機,電気機器,東証スタンダード,6969
京セラ,電気機器,東証プライム,6971
エルナー,電気機器,東証2部,6972
日本インター,電気機器,東証2部,6974
太陽誘電,電気機器,東証プライム,6976
日本抵抗器製作所,電気機器,東証スタンダード,6977
村田製作所,電気機器,東証プライム,6981
ユーシン,電気機器,東証1部,6985
双葉電子工業,電気機器,東証プライム,6986
北陸電気工業,電気機器,東証プライム,6989
パナソニック電工,電気機器,東証1部,6991
国産電機,電気機器,東証2部,6992
指月電機製作所,電気機器,東証スタンダード,6994
ニチコン,電気機器,東証プライム,6996
日本ケミコン,電気機器,東証プライム,6997
日本タングステン,電気機器,東証スタンダード,6998
ＫＯＡ,電気機器,東証プライム,6999
市光工業,電気機器,東証プライム,7244
小糸製作所,電気機器,東証プライム,7276
ミツバ,電気機器,東証プライム,7280
アロカ,電気機器,東証1部,7704
ＳＣＲＥＥＮホールディングス,電気機器,東証プライム,7735
キヤノン電子,電気機器,東証プライム,7739
キヤノン,電気機器,東証プライム,7751
リコー,電気機器,東証プライム,7752
日本電産サンキョー,電気機器,東証1部,7757
象印マホービン,電気機器,東証プライム,7965
ＭＵＴＯＨホールディングス,電気機器,東証スタンダード,7999
東京エレクトロン,電気機器,東証プライム,8035
トッキ,電気機器,ジ証,9813
イノテック,電気機器,東証プライム,9880
トヨタ紡織,輸送用機器,東証プライム,3116
芦森工業,輸送用機器,東証プライム,3526
鬼怒川ゴム工業,輸送用機器,東証1部,5196
アイメタルテクノロジー,輸送用機器,東証2部,5605
ユニプレス,輸送用機器,東証プライム,5949
ジャパンエンジンコーポレーション,輸送用機器,東証スタンダード,6016
阪神内燃機工業,輸送用機器,東証スタンダード,6018
ダイハツディーゼル,輸送用機器,東証スタンダード,6023
ボッシュ,輸送用機器,東証1部,6041
ニッキ,輸送用機器,東証スタンダード,6042
豊田自動織機,輸送用機器,東証プライム,6201
モリタホールディングス,輸送用機器,東証プライム,6455
ＮＩＴＴＡＮ,輸送用機器,東証スタンダード,6493
三櫻工業,輸送用機器,東証プライム,6584
デンソー,輸送用機器,東証プライム,6902
リード,輸送用機器,東証スタンダード,6982
東海理化電機製作所,輸送用機器,東証プライム,6995
佐世保重工業,輸送用機器,東証1部,7007
川崎重工業,輸送用機器,東証プライム,7012
名村造船所,輸送用機器,東証スタンダード,7014
内海造船,輸送用機器,東証スタンダード,7018
サノヤス・ヒシノ明昌,輸送用機器,大証,7020
日本車輌製造,輸送用機器,東証プライム,7102
三菱ロジスネクスト,輸送用機器,東証スタンダード,7105
近畿車輛,輸送用機器,東証スタンダード,7122
日産自動車,輸送用機器,東証プライム,7201
いすゞ自動車,輸送用機器,東証プライム,7202
トヨタ自動車,輸送用機器,東証プライム,7203
日野自動車,輸送用機器,東証プライム,7205
カネミツ,輸送用機器,東証スタンダード,7208
日産ディーゼル工業,輸送用機器,東証1部,7210
三菱自動車工業,輸送用機器,東証プライム,7211
エフテック,輸送用機器,東証プライム,7212
レシップホールディングス,輸送用機器,東証プライム,7213
ＧＭＢ,輸送用機器,東証スタンダード,7214
ファルテック,輸送用機器,東証スタンダード,7215
テイン,輸送用機器,東証スタンダード,7217
田中精密工業,輸送用機器,東証スタンダード,7218
エッチ・ケー・エス,輸送用機器,東証スタンダード,7219
武蔵精密工業,輸送用機器,東証プライム,7220
トヨタ車体,輸送用機器,東証1部,7221
日産車体,輸送用機器,東証プライム,7222
関東自動車工業,輸送用機器,東証1部,7223
新明和工業,輸送用機器,東証プライム,7224
極東開発工業,輸送用機器,東証プライム,7226
アスカ,輸送用機器,名証メイン,7227
デイトナ,輸送用機器,東証スタンダード,7228
ユタカ技研,輸送用機器,東証スタンダード,7229
日信工業,輸送用機器,東証1部,7230
トピー工業,輸送用機器,東証プライム,7231
自動車部品工業,輸送用機器,東証2部,7233
東京ラヂエーター製造,輸送用機器,東証スタンダード,7235
ティラド,輸送用機器,東証プライム,7236
曙ブレーキ工業,輸送用機器,東証プライム,7238
タチエス,輸送用機器,東証プライム,7239
ＮＯＫ,輸送用機器,東証プライム,7240
フタバ産業,輸送用機器,東証プライム,7241
ＫＹＢ,輸送用機器,東証プライム,7242
シロキ工業,輸送用機器,東証1部,7243
大同メタル工業,輸送用機器,東証プライム,7245
プレス工業,輸送用機器,東証プライム,7246
ミクニ,輸送用機器,東証プライム,7247
カルソニックカンセイ,輸送用機器,東証1部,7248
尾張精機,輸送用機器,名証2部,7249
太平洋工業,輸送用機器,東証プライム,7250
ケーヒン,輸送用機器,東証1部,7251
ユニバンス,輸送用機器,東証スタンダード,7254
桜井製作所,輸送用機器,東証スタンダード,7255
河西工業,輸送用機器,東証プライム,7256
アイシン,輸送用機器,東証プライム,7259
富士機工,輸送用機器,東証1部,7260
マツダ,輸送用機器,東証プライム,7261
ダイハツ工業,輸送用機器,東証1部,7262
愛知機械工業,輸送用機器,東証1部,7263
ムロコーポレーション,輸送用機器,東証スタンダード,7264
エイケン工業,輸送用機器,東証スタンダード,7265
今仙電機製作所,輸送用機器,東証プライム,7266
ホンダ,輸送用機器,東証プライム,7267
タツミ,輸送用機器,東証スタンダード,7268
スズキ,輸送用機器,東証プライム,7269
ＳＵＢＡＲＵ,輸送用機器,東証プライム,7270
安永,輸送用機器,東証プライム,7271
ヤマハ発動機,輸送用機器,東証プライム,7272
イクヨ,輸送用機器,東証スタンダード,7273
ショーワ,輸送用機器,東証1部,7274
ＴＢＫ,輸送用機器,東証プライム,7277
エクセディ,輸送用機器,東証プライム,7278
ハイレックスコーポレーション,輸送用機器,東証スタンダード,7279
豊田合成,輸送用機器,東証プライム,7282
愛三工業,輸送用機器,東証プライム,7283
盟和産業,輸送用機器,東証スタンダード,7284
日本精機,輸送用機器,東証スタンダード,7287
日本プラスト,輸送用機器,東証スタンダード,7291
村上開明堂,輸送用機器,東証スタンダード,7292
ヨロズ,輸送用機器,東証プライム,7294
エフ・シー・シー,輸送用機器,東証プライム,7296
カーメイト,輸送用機器,東証スタンダード,7297
八千代工業,輸送用機器,東証スタンダード,7298
フジオーゼックス,輸送用機器,東証スタンダード,7299
宮田工業,輸送用機器,東証2部,7301
シマノ,輸送用機器,東証プライム,7309
カワムラサイクル,輸送用機器,東証マザーズ,7311
タカタ,輸送用機器,東証1部,7312
テイ・エス　テック,輸送用機器,東証プライム,7313
小田原機器,輸送用機器,東証スタンダード,7314
ＩＪＴＴ,輸送用機器,東証スタンダード,7315
松屋アールアンドディ,輸送用機器,東証グロース,7317
セレンディップ・ホールディングス,輸送用機器,東証グロース,7318
ナンシン,輸送用機器,東証スタンダード,7399
昭和飛行機工業,輸送用機器,東証2部,7404
ジャムコ,輸送用機器,東証プライム,7408
ウェッズ,輸送用機器,東証スタンダード,7551
フォルクスワーゲン・アクチエンゲゼルシャフト,輸送用機器,東証マザーズ,7659
ザ・ボーイング・カンパニー,輸送用機器,東証マザーズ,7661
日本電産トーソク,輸送用機器,東証1部,7728
テルモ,精密機器,東証プライム,4543
クリエートメディック,精密機器,東証スタンダード,5187
日機装,精密機器,東証プライム,6376
日本エム・ディ・エム,精密機器,東証プライム,7600
島津製作所,精密機器,東証プライム,7701
ＪＭＳ,精密機器,東証プライム,7702
川澄化学工業,精密機器,東証2部,7703
ジーエルサイエンス,精密機器,東証スタンダード,7705
セントラルユニ,精密機器,ジ証,7706
プレシジョン・システム・サイエンス,精密機器,東証グロース,7707
石山Ｇａｔｅｗａｙ　Ｈｏｌｄｉｎｇｓ,精密機器,東証JASDAQ（グロース）,7708
クボテック,精密機器,東証スタンダード,7709
助川電気工業,精密機器,東証スタンダード,7711
シグマ光機,精密機器,東証スタンダード,7713
モリテックス,精密機器,東証1部,7714
長野計器,精密機器,東証プライム,7715
ナカニシ,精密機器,東証スタンダード,7716
ブイ・テクノロジー,精密機器,東証プライム,7717
東京衡機,精密機器,東証スタンダード,7719
ソキア・トプコン,精密機器,東証1部,7720
東京計器,精密機器,東証プライム,7721
国際計測器,精密機器,東証スタンダード,7722
愛知時計電機,精密機器,東証プライム,7723
金門製作所,精密機器,東証1部,7724
インターアクション,精密機器,東証プライム,7725
オーバル,精密機器,東証プライム,7727
東京精密,精密機器,東証プライム,7729
マニー,精密機器,東証プライム,7730
ニコン,精密機器,東証プライム,7731
トプコン,精密機器,東証プライム,7732
オリンパス,精密機器,東証プライム,7733
理研計器,精密機器,東証プライム,7734
ユニオンホールディングス,精密機器,東証2部,7736
タムロン,精密機器,東証プライム,7740
ＨＯＹＡ,精密機器,東証プライム,7741
シード,精密機器,東証プライム,7743
ノーリツ鋼機,精密機器,東証プライム,7744
Ａ＆Ｄホロンホールディングス,精密機器,東証プライム,7745
岡本硝子,精密機器,東証スタンダード,7746
朝日インテック,精密機器,東証プライム,7747
ホロン,精密機器,東証JASDAQ（スタンダード）,7748
メディキット,精密機器,東証スタンダード,7749
ペンタックス,精密機器,東証1部,7750
日本電産コパル,精密機器,東証1部,7756
ＩＭＶ,精密機器,東証スタンダード,7760
シチズン時計,精密機器,東証プライム,7762
リコーエレメックス,精密機器,東証2部,7765
ジェコー,精密機器,東証2部,7768
リズム,精密機器,東証プライム,7769
日本精密,精密機器,東証スタンダード,7771
ナノテックス,精密機器,札証アンビシャス,7772
エルモ社,精密機器,ジ証,7773
ジャパン・ティッシュエンジニアリング,精密機器,東証グロース,7774
大研医器,精密機器,東証プライム,7775
セルシード,精密機器,東証グロース,7776
スリー・ディー・マトリックス,精密機器,東証グロース,7777
ＣＹＢＥＲＤＹＮＥ,精密機器,東証グロース,7779
メニコン,精密機器,東証プライム,7780
平山ホールディングス,精密機器,東証スタンダード,7781
シンシア,精密機器,東証スタンダード,7782
松風,精密機器,東証プライム,7979
セイコーグループ,精密機器,東証プライム,8050
ニプロ,精密機器,東証プライム,8086
ブロッコリー,その他製品,東証スタンダード,2706
浅香工業,その他製品,東証スタンダード,5962
ドリームベッド,その他製品,東証スタンダード,7791
コラントッテ,その他製品,東証グロース,7792
イメージ・マジック,その他製品,東証グロース,7793
イーディーピー,その他製品,東証グロース,7794
ＫＹＯＲＩＴＳＵ,その他製品,東証スタンダード,7795
アミファ,その他製品,東証スタンダード,7800
ブシロード,その他製品,東証グロース,7803
ビーアンドピー,その他製品,東証スタンダード,7804
プリントネット,その他製品,東証スタンダード,7805
ＭＴＧ,その他製品,東証グロース,7806
幸和製作所,その他製品,東証スタンダード,7807
シー・エス・ランバー,その他製品,東証スタンダード,7808
壽屋,その他製品,東証スタンダード,7809
クロスフォー,その他製品,東証スタンダード,7810
中本パックス,その他製品,東証プライム,7811
クレステック,その他製品,東証スタンダード,7812
プラッツ,その他製品,東証グロース,7813
日本創発グループ,その他製品,東証スタンダード,7814
東京ボード工業,その他製品,東証スタンダード,7815
スノーピーク,その他製品,東証プライム,7816
パラマウントベッドホールディングス,その他製品,東証プライム,7817
トランザクション,その他製品,東証プライム,7818
粧美堂,その他製品,東証プライム,7819
ニホンフラッシュ,その他製品,東証プライム,7820
前田工繊,その他製品,東証プライム,7821
永大産業,その他製品,東証スタンダード,7822
アートネイチャー,その他製品,東証プライム,7823
オプトロム,その他製品,名証セントレックス,7824
ダンロップスポーツ,その他製品,東証1部,7825
フルヤ金属,その他製品,東証スタンダード,7826
オービス,その他製品,東証スタンダード,7827
ユージン,その他製品,ジ証,7828
サマンサタバサジャパンリミテッド,その他製品,東証グロース,7829
パブリック,その他製品,ジ証,7830
ウイルコホールディングス,その他製品,東証スタンダード,7831
バンダイナムコホールディングス,その他製品,東証プライム,7832
アイフィスジャパン,その他製品,東証スタンダード,7833
マジェスティ　ゴルフ,その他製品,東証JASDAQ（スタンダード）,7834
ウィズ,その他製品,東証JASDAQ（スタンダード）,7835
アビックス,その他製品,東証スタンダード,7836
アールシーコア,その他製品,東証スタンダード,7837
共立印刷,その他製品,東証スタンダード,7838
ＳＨＯＥＩ,その他製品,東証プライム,7839
フランスベッドホールディングス,その他製品,東証プライム,7840
遠藤製作所,その他製品,東証スタンダード,7841
セガトイズ,その他製品,ジ証,7842
ハイビック,その他製品,ジ証,7845
パイロットコーポレーション,その他製品,東証プライム,7846
グラファイトデザイン,その他製品,東証スタンダード,7847
総合商研,その他製品,東証スタンダード,7850
カワセコンピュータサプライ,その他製品,東証スタンダード,7851
フード・プラネット,その他製品,東証2部,7853
カーディナル,その他製品,東証JASDAQ（グロース）,7855
萩原工業,その他製品,東証プライム,7856
セキ,その他製品,東証スタンダード,7857
アルメディオ,その他製品,東証スタンダード,7859
東京リスマチック,その他製品,東証JASDAQ（スタンダード）,7861
トッパン・フォームズ,その他製品,東証1部,7862
平賀,その他製品,東証スタンダード,7863
フジシールインターナショナル,その他製品,東証プライム,7864
ピープル,その他製品,東証スタンダード,7865
アトラス,その他製品,ジ証,7866
タカラトミー,その他製品,東証プライム,7867
広済堂ホールディングス,その他製品,東証プライム,7868
日本フォームサービス,その他製品,東証JASDAQ（スタンダード）,7869
福島印刷,その他製品,名証メイン,7870
エステールホールディングス,その他製品,東証スタンダード,7872
アーク,その他製品,東証1部,7873
竹田印刷,その他製品,東証スタンダード,7875
光・彩,その他製品,東証スタンダード,7878
ノダ,その他製品,東証スタンダード,7879
サンメッセ,その他製品,東証スタンダード,7883
タカノ,その他製品,東証スタンダード,7885
南海プライウッド,その他製品,東証スタンダード,7887
桑山,その他製品,東証JASDAQ（スタンダード）,7889
プロネクサス,その他製品,東証プライム,7893
セブン工業,その他製品,東証スタンダード,7896
ホクシン,その他製品,東証スタンダード,7897
ウッドワン,その他製品,東証スタンダード,7898
マツモト,その他製品,東証スタンダード,7901
ソノコム,その他製品,東証スタンダード,7902
大建工業,その他製品,東証プライム,7905
ヨネックス,その他製品,東証スタンダード,7906
大日本木材防腐,その他製品,名証2部,7907
凸版印刷,その他製品,東証プライム,7911
大日本印刷,その他製品,東証プライム,7912
図書印刷,その他製品,東証1部,7913
共同印刷,その他製品,東証プライム,7914
ＮＩＳＳＨＡ,その他製品,東証プライム,7915
光村印刷,その他製品,東証スタンダード,7916
野崎印刷紙業,その他製品,東証スタンダード,7919
三浦印刷,その他製品,東証2部,7920
ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,その他製品,東証プライム,7921
三光産業,その他製品,東証スタンダード,7922
トーイン,その他製品,東証スタンダード,7923
ニッピ,その他製品,東証スタンダード,7932
日本ファイリング,その他製品,ジ証,7933
メルクス,その他製品,東証2部,7934
コンビ,その他製品,東証1部,7935
アシックス,その他製品,東証プライム,7936
ツツミ,その他製品,東証スタンダード,7937
リーガルコーポレーション,その他製品,東証スタンダード,7938
研創,その他製品,東証スタンダード,7939
ローランド,その他製品,東証プライム,7944
コマニー,その他製品,東証スタンダード,7945
光陽社,その他製品,東証スタンダード,7946
小松ウオール工業,その他製品,東証プライム,7949
ヤマハ,その他製品,東証プライム,7951
河合楽器製作所,その他製品,東証プライム,7952
菊水化学工業,その他製品,東証スタンダード,7953
クリナップ,その他製品,東証プライム,7955
ピジョン,その他製品,東証プライム,7956
フジコピアン,その他製品,東証スタンダード,7957
オリバー,その他製品,東証1部,7959
パラマウントベッド,その他製品,東証1部,7960
兼松サステック,その他製品,東証スタンダード,7961
キングジム,その他製品,東証プライム,7962
興研,その他製品,東証スタンダード,7963
リンテック,その他製品,東証プライム,7966
ＴＡＳＡＫＩ,その他製品,東証1部,7968
イトーキ,その他製品,東証プライム,7972
ホウトク,その他製品,名証2部,7973
任天堂,その他製品,東証プライム,7974
リヒトラブ,その他製品,東証スタンダード,7975
三菱鉛筆,その他製品,東証プライム,7976
重松製作所,その他製品,東証スタンダード,7980
タカラスタンダード,その他製品,東証プライム,7981
ミロク,その他製品,東証スタンダード,7983
コクヨ,その他製品,東証プライム,7984
日本アイ・エス・ケイ,その他製品,東証スタンダード,7986
ナカバヤシ,その他製品,東証プライム,7987
グローブライド,その他製品,東証プライム,7990
セーラー万年筆,その他製品,東証スタンダード,7992
サンウエーブ工業,その他製品,東証1部,7993
オカムラ,その他製品,東証プライム,7994
くろがね工作所,その他製品,東証スタンダード,7997
ミズノ,その他製品,東証プライム,8022
アデランス,その他製品,東証1部,8170
日本風力開発,電気・ガス業,東証2部,2766
東京電力ホールディングス,電気・ガス業,東証プライム,9501
中部電力,電気・ガス業,東証プライム,9502
関西電力,電気・ガス業,東証プライム,9503
中国電力,電気・ガス業,東証プライム,9504
北陸電力,電気・ガス業,東証プライム,9505
東北電力,電気・ガス業,東証プライム,9506
四国電力,電気・ガス業,東証プライム,9507
九州電力,電気・ガス業,東証プライム,9508
北海道電力,電気・ガス業,東証プライム,9509
沖縄電力,電気・ガス業,東証プライム,9511
Ｊパワー,電気・ガス業,東証プライム,9513
エフオン,電気・ガス業,東証プライム,9514
イーレックス,電気・ガス業,東証プライム,9517
レノバ,電気・ガス業,東証プライム,9519
リニューアブル・ジャパン,電気・ガス業,東証グロース,9522
東京ガス,電気・ガス業,東証プライム,9531
大阪ガス,電気・ガス業,東証プライム,9532
東邦ガス,電気・ガス業,東証プライム,9533
北海道ガス,電気・ガス業,東証プライム,9534
広島ガス,電気・ガス業,東証プライム,9535
西部ガスホールディングス,電気・ガス業,東証プライム,9536
北陸ガス,電気・ガス業,東証スタンダード,9537
京葉瓦斯,電気・ガス業,東証スタンダード,9539
中部瓦斯,電気・ガス業,名証2部,9540
大多喜ガス,電気・ガス業,東証2部,9541
新日本瓦斯,電気・ガス業,東証2部,9542
